"x1";"x2";"x3";"x4"
-2,03772182628036;3,24293532965984;5,89608374788089;-4,22029282195784
-2,31925829991873;4,78947405455693;5,32276511619593;-4,45950555305405
0,651391844383633;5,2977176512851;4,89806232259381;-0,281780828277544
-2,53955766432398;0,573075783551448;-3,41785558753029;-4,6780558028814
0,699433562166762;5,02272862495701;1,34627225702062;-1,99332099101434
-1,50948029097323;3,24644360816687;2,12242680045572;-2,07335701857904
-4,25407094619385;-1,71253139813853;-1,05884581591842;-5,75298277583218
-2,11721646300126;1,96066090472885;4,4990835568381;-3,24955140539377
-2,84237028750958;0,67393675827498;0,716181400275569;-5,52606677263742
-0,40617611692068;5,37273262330513;1,69516333097789;-1,86464055461539
-2,80534449267052;-1,45395208791945;0,605613580447907;-5,93220921143718
-2,55712593553705;4,51567912932478;5,48789198174073;-5,12343882457629
-3,48156664480111;-3,211441351774;2,86297302999679;-5,12660337832763
-2,47661668625427;5,96664447845368;4,65798028588042;-4,52171422751669
-2,0099709124752;4,02571799516901;2,22822939934425;-3,67275545629689
-1,72253629313054;3,74145728535075;0,620778736386304;-4,21217821572261
-1,21211318380463;4,91964187836614;3,13735071376757;-4,38824096632579
-2,59023457834095;2,93270927166806;8,65429726924673;-4,76929110133931
-4,14119858177273;-1,74268818943133;2,26395677076912;-6,13189094912544
-2,27213591246425;0,493141333045643;4,25040591935982;-3,94645112205637
-2,79773925606974;5,85289847503866;6,09865128206864;-6,1114341370301
-2,18642693992317;5,16818278755388;1,52390063520418;-3,87825232626267
-3,44461107756794;1,78186372980501;-0,557231133403904;-5,53819329983741
-2,19279716703219;2,47959903282077;5,24629894454847;-4,05035502798241
-3,90862443656892;2,88354345434632;12,6904450366499;-5,66036398702524
-3,2205671101327;0,217413233809345;8,96923915233138;-6,21385970094659
-5,18601572147309;0,259851516992499;0,992072302499657;-7,6334751926237
-2,68822561142326;2,20921010903561;4,53720180055902;-5,14920848712847
-2,84078123924717;1,64851911454835;0,549195956317337;-4,96116032101377
-2,72387794062495;1,54316720559447;5,83447409013705;-4,44550645635325
-2,32780795838092;3,3459591218286;1,0890116444231;-4,51641627951618
-4,27180787649623;-5,53677171633295;-4,41325053666976;-6,68826484674222
-3,00716061516109;2,17251826925243;7,63923173271454;-5,93716894651232
-3,4214867370683;2,41201926517142;4,87256077097239;-6,21109142773731
-4,35269507630749;0,939455499303965;2,62265395882701;-8,15102484152058
-2,27603408017742;0,999958882845917;-0,716864917495615;-3,71021808734444
-3,28700534316303;0,782542766813979;0,565386989339886;-5,35390770755003
-3,78532309366305;0,301323187300459;0,640457669047866;-6,10014429186523
-1,19979090621338;2,57994697439279;1,14218125733017;-3,12270775986797
-4,23755464881206;-0,121175935621074;5,93209808889714;-6,43105816033425
-4,04720636781603;0,963049679561861;6,14109053674056;-6,58665669576133
-3,01538311355848;3,2456779292333;3,26356959892623;-4,91572444826266
-1,13629685865229;2,5831598059317;2,55557839170106;-3,82222760672462
-2,42596816390295;2,90745226177577;5,14545667846438;-5,73362388730733
