"class";"x.1";"x.2";"x.3";"x.4"
"1";3,7329010705648;-2,07175738184175;-1,5253069559744;-1,53111716857104
"1";1,63656363142219;-2,83100343596661;-1,97720844327904;-2,78620689801746
"1";-0,807243439786914;-2,80700026192743;-3,12841811149562;-3,10670096863953
"1";2,03589242023325;-2,09902281927899;-2,13674629937579;-2,42958571105775
"1";1,14934348570228;-2,05416897279325;-3,91304518403155;-3,72761423365381
"1";-3,67279056372139;-1,33315988649674;-3,42535526362016;-3,09486515808169
"1";-4,90632558157633;-2,11286083776723;-2,72723732837591;-3,26292702055461
"1";4,07866415299796;-2,07864161199212;-3,02670768515318;-2,98319897808652
"1";-0,517763173583036;-2,20641480591219;-2,95949510011879;-2,34587528893512
"1";1,37426697078358;-2,65886206190246;-2,62017555286361;-1,9673117022022
"1";-2,46501576721883;-2,07514233304542;-3,47075369909589;-3,44010835308286
"1";-1,48979886938266;-0,643504960015177;-0,987157632463163;-1,64460191248507
"1";0,79195670803032;-1,31698772154515;-1,82337327069306;-1,074405453691
"1";-0,302108560644283;-3,07822467925298;-3,02447811970369;-3,18380990327852
"1";2,75210218349391;-1,44410229881358;-2,76169854455805;-2,60250102567781
"1";-0,589906035309775;-1,96490833537929;-1,98021764988791;-2,20703008298358
"1";-0,728650514727122;-2,99310265433364;-3,3350145549535;-3,37761831849317
"1";-1,46944977333752;-2,21403066649203;-2,8266689599959;-2,60239984975287
"1";-1,46742529641018;-2,02429387387425;-2,52098219975443;-2,40768562344787
"1";-3,12393877570704;-2,48030966098027;-3,32164435799334;-2,80308515204472
"1";-0,702264418469365;-3,29225567740264;-2,82097560996414;-2,7271733805447
"1";0,830064958821654;-2,69077563161343;-2,79894514150777;-2,97542446405704
"1";-1,2820450608995;-2,69241034698723;-1,37949312562958;-1,63785895365466
"1";-1,24785014659943;-2,21106595696705;-3,41617003629339;-2,82807112746397
"1";0,402918981697897;-2,25562851130603;-2,78547904988139;-2,94160276711048
"1";-1,95570670372427;-3,4789107130907;-3,89390732530776;-4,28684171917809
"1";-0,183514272561418;-2,02375698267377;-0,926506458992675;-0,839711582999712
"1";-4,02916430780187;-3,08530726424366;-2,72187526774454;-2,34529443884478
"1";-2,03948938322103;-1,97449575426249;-3,61105134730802;-3,23631273255841
"1";1,31964279057243;-2,5640359028642;-2,46142221582981;-2,49251119632525
"1";0,807457777267136;-2,36084292642956;-2,98869117929984;-2,81693932818566
"1";3,49155608608476;-1,77839219166497;-2,48328144280824;-2,22940082440151
"1";1,04773272637844;-2,84560607056552;-3,37758898160142;-3,28649667419609
"1";-0,338303049774808;-2,62918074632855;-2,54991840427039;-2,94398797033045
"1";-2,68813280486682;-2,96064192609209;-3,35421236361542;-3,48846590578169
"1";2,04890367974427;-2,64039028696953;-3,58585700885043;-3,73626425232575
"1";2,37868420008714;-2,21293787871329;-2,95048062521942;-2,50829415637646
"1";-0,0666451664612735;-1,55459131751426;-2,33424568975259;-2,08198329274447
"1";1,48896406368712;-2,06828423139154;-2,93130508683843;-3,07317752932678
"1";2,02912716832211;-2,76741621134301;-2,88189516786565;-2,64721925241728
"1";4,6970568688743;-2,52051349472713;-3,24680030069049;-3,59104456015027
"1";-1,31121918243102;-2,66749261219538;-3,70355659967838;-3,26478615218164
"1";-2,64179926474347;-1,87047745884563;-1,73753862392664;-2,21848078319718
"1";1,76552585324818;-2,18077858825034;-3,22500238639026;-3,11627083716515
"1";-1,13066279809673;-2,77532695516962;-3,80679709894309;-3,80750090528643
"1";0,539250832288471;-2,28191948285393;-3,46094559277439;-3,05989079993372
"1";0,623415983109536;-3,51530413978871;-2,90594672680918;-2,76658545031397
"1";-2,01897154191852;-3,28132977214473;-3,6150650586729;-3,7385410588898
"1";-0,839549488528149;-2,32947845154647;-3,32244114078464;-2,88643677889251
"1";-1,33031101795559;-2,54431178363407;-3,22608117864826;-3,52265099890564
"2";1,84273042528576;0,323879630168331;-3,1451064339786;-2,4304727096404
"2";-1,63472496875615;-0,167938462339117;-1,95518299242056;-1,5561232313139
"2";3,25607787950885;1,25741818400548;-2,88088306538118;-2,02908897610602
"2";1,34594868317477;1,31662259877114;-3,08632706342025;-2,32210999388651
"2";2,72517639061202;-0,0328108013757171;-1,80237745895856;-1,14198785505042
"2";-1,2208309833728;0,866334521841117;-1,98373873270581;-1,14379818003003
"2";-2,20138369794384;-0,016675169581493;-2,89177611225535;-1,7847707510574
"2";-4,94376014294653;-0,244233676490511;-3,11811765189676;-2,36723988738411
"2";0,0611031999531056;-0,225745259479903;-3,08113661104148;-2,43340532329864
"2";-0,743614251012886;1,75136382320231;-3,56268443060112;-2,21127056208603
"2";-2,14711470049936;1,49203784162368;-3,90844775686755;-2,70391768693008
"2";-1,91462347038755;1,2877267924381;-2,68373851662487;-1,50863527499535
"2";-1,11016604840022;2,03278887559166;-3,28742395143671;-1,75638712539814
"2";2,40680580296554;0,428154654325405;-2,53785808262365;-1,15749617458348
"2";1,13711007855397;0,230961418954324;-2,57334558022333;-2,01477934147007
"2";-1,47288761362453;1,30154946898162;-2,69661785189159;-1,54587646559103
"2";0,466577323895013;-0,186704524249549;-3,36750473075101;-2,57998067589136
"2";-3,70752004659502;2,22373547873998;-3,886011627884;-2,09419038841621
"2";-2,83748051352017;1,39702266539958;-3,87553425447165;-2,87028973642343
"2";0,509515282342495;1,56696193737852;-2,70779840489512;-1,69687067433879
"2";3,73839066016812;0,494566020176127;-2,15993861220239;-1,089299533944
"2";2,1754715397565;0,922659949631837;-2,26914645498417;-1,07204600646588
"2";-1,96494494992734;1,51803012826012;-2,33489022167131;-1,29976076784307
"2";2,67797020905214;0,411740247196233;-3,30048124725366;-2,69826743606689
"2";0,377417406794436;0,557532523428367;-2,09932476214711;-0,762750873387882
"2";1,47629971353272;-0,853673497682636;-2,2292730532579;-1,74154416552732
"2";-2,43855860821173;-0,130393655557479;-2,80310597735628;-1,47138017242148
"2";-6,68048997094208;1,64107502229736;-3,5024945897335;-2,08344526255941
"2";-2,33130003411322;1,85065121827882;-2,57285407001424;-1,86128133322643
