"class";"x.1";"x.2";"x.3";"x.4"
"1";-0,507339953110621;-1,24981869309413;-2,12963215186075;-1,61853454514529
"1";-0,548599397197426;-2,30413193887007;-0,655424135953144;-1,48305020245165
"1";0,540589376675067;-1,81295823144234;-0,47635588251421;-0,394853141913016
"1";0,618652576293846;-1,67717287559575;-0,76546647951414;-1,09670764664286
"1";-0,549040138607533;-1,85104750494398;-2,34690440198681;-2,3786459164013
"1";-0,983263801472286;-1,42540711625976;-3,19230363654917;-2,36180526444571
"1";2,40448200868526;-2,77885767338481;0,815551249115757;0,158638693001307
"1";-1,6554184976213;-1,58107671160682;-0,855746047222654;-0,817870741591388
"1";-1,10270561401211;-1,62381241385213;-1,77047908707631;-2,09466520697053
"1";-1,90105383617189;-1,86485150332496;-0,982472404580413;-1,3862267802598
"1";-0,627905925090742;-1,74084946062871;-2,12335750226309;-1,90427053129531
"1";-2,13503967138248;-1,33830040878952;-1,67290519287917;-2,44645765097473
"1";-2,61361531027174;-2,1450223960151;-0,936080609135719;-1,35312761480975
"1";-2,69287607369976;-1,59126545933564;-2,02782321796565;-1,66761546639874
"1";-1,17817328600629;-2,19932317393416;0,944125771208927;-0,0264380130582072
"1";0,873382184798485;-1,71994755922745;-0,713976543546418;-1,09381200898275
"1";-2,29142690814198;-1,47298953614325;-2,7947676094451;-2,61837514377695
"1";0,873526529006741;-1,70267451681303;-3,31157834212655;-2,993903895783
"1";0,113229501371288;-2,05275702833736;-0,411510823508817;-0,959930580505403
"1";3,66253071324945;-1,0563186904559;-2,14295176713554;-1,87678786381722
"1";-1,13598970434821;-2,75300243746208;-0,857988280113341;-1,33779645679139
"1";-0,600975043445663;-2,46694998412145;-0,427447168606881;-0,93031723092893
"1";1,88186462519311;-2,26548958983804;0,129914575286284;-0,0621720500149692
"1";0,107690337519521;-2,23548965111375;0,504979631675593;0,340000110782312
"1";-0,535205743641868;-1,76789124457269;-1,38088106780063;-1,3534524284032
"1";0,0402576691692893;-0,649923364698287;-2,26604100458239;-1,96836595781191
"1";0,145302286347408;-2,48615121211123;-0,495402292541055;-1,3001733904877
"1";-2,8433525092004;-1,5408205775619;0,281044326469613;0,231348295599206
"1";1,61938472082699;-1,72920563246263;-3,0397858923382;-3,31706996803451
"1";-1,83877628017757;-2,21135979090861;-1,01015534293787;-1,4468637564295
"1";2,35270015930871;-2,65209940418247;-1,74647253109639;-2,18729947229381
"1";3,10496382781981;-1,20820136617725;-1,35503745629485;-0,990657903028221
"1";1,59433664687721;-1,83921528017982;-3,39170231841696;-3,23008354218098
"1";2,74450122545567;-1,73791394753232;-1,39886467177221;-1,71970131123727
"1";0,608598332451957;-2,33395279091081;-1,26215581418026;-1,54812067575918
"1";0,526690687370673;-1,13824685194294;-0,513429548069579;-0,89836472123102
"1";0,451348900167474;-1,44883186227544;-2,24981015994948;-2,09055517812607
"1";-0,450093171964872;-1,34260542022521;-0,559303274921912;-0,688677186582402
"1";1,01092132347031;-2,29407529106758;-3,96746924841843;-3,40369664783996
"1";1,61542754977328;-3,05386896413316;0,916667768266355;-0,0364906760716578
"1";-1,75179824757175;-1,71411405067151;-0,832432468339351;-0,880563727637326
"1";0,864504360176179;-1,36418032082906;-0,3434803941995;-0,532736293897296
"1";0,918541625674848;-1,8350854275763;-2,03894428911376;-1,79312906213025
"1";0,12657283932706;-1,49066308604601;-0,818887723175263;-0,599104633196803
"1";0,944601317591049;-2,99155380953702;1,52865009886996;0,683724221741059
"1";-4,8347198813566;-1,86593466745857;-1,18223236521018;-0,884359502886998
"1";-2,33027583706259;-1,39739673363932;-1,77366059864122;-1,9103526239942
"1";-1,31860274509081;-2,11210831574857;-2,63885351120688;-2,36627526307654
"1";0,2444592245187;-0,993493750841519;-3,37231041485814;-2,84316580114368
"1";-5,15719819483961;-1,39442702015388;-2,66154109595533;-2,60257979916153
"2";0,72524043478087;-4,84610929448489;-0,587370735084472;-1,5571611590058
"2";-1,46977692765678;-5,17453653720606;-2,30093388007165;-3,18688421017656
"2";0,0807814892195468;-3,17206805367233;-1,03803677355082;-1,82875561303571
"2";-2,01212689648961;-5,47570180141146;-1,7952976698662;-2,66443565935911
"2";3,0061069264669;-5,28433464192689;-1,69065551363704;-2,59839585770174
"2";0,0231920626557356;-3,59091492105922;0,0867446759248862;-1,47835715744316
"2";0,572338464254023;-4,44825391984273;-0,640460291129512;-1,5798416134526
"2";-1,83225721204765;-3,10125186524537;1,93208117266537;0,685033176730534
"2";0,692013230211945;-3,41917416126784;-0,666906675451782;-1,33581753055261
"2";1,66947623153326;-8,40899827652854;-4,05521093017129;-5,45476648350888
"2";-2,42109020270668;-4,70036370687325;-2,57820869844812;-2,68905975981418
"2";4,63450016569291;-6,04525221797768;-1,07409074312634;-2,02592385812565
"2";0,180377324150835;-5,17774337808313;-2,90619726412832;-3,62670013144666
"2";1,12928756548752;-3,88876972572247;0,306427788061623;-0,719816347115538
"2";-3,53424446310212;-5,781591170895;-0,729248059375284;-1,52098028426608
"2";3,49592855664802;-6,72198303399482;-1,92461405824838;-2,98260132160535
"2";1,00636473273538;-4,12325700941556;-0,948490524860478;-2,02034620864037
"2";-1,55690356999372;-5,54243520967711;-3,06270479076156;-3,37832016490276
"2";-2,12422813933044;-5,85457169328152;-1,78940102959203;-3,02778527417772
"2";-5,27817793715604;-4,12082275305449;-1,7942826542973;-2,60948498277429
"2";-2,868409273503;-5,20001650418505;-2,57525077540655;-3,07125094349676
"2";0,980024361819989;-4,06050083241882;-3,62374253946566;-3,31756054206948
"2";-1,0823589963474;-4,22797016861634;-1,65976029586996;-2,02422469037704
"2";0,654180828483907;-6,37709264531804;-3,39534227765091;-3,72578696757359
"2";0,115001540661975;-3,44164083908734;-1,06560432801847;-1,85493557674567
"2";-0,452337534989042;-4,54480290192337;-1,62500233942814;-2,33579439147585
"2";2,37691649811752;-6,35702482751856;-2,79056278228161;-4,05885183977189
"2";0,644961930025524;-3,13231056315341;1,75391570500897;0,503609986083695
"2";2,75469949108727;-4,75616243516272;-1,47388668774934;-3,22342166370984
"2";-1,22237497170608;-4,08598969077497;1,63794080458007;0,383859360739097
"2";-0,0971122351353325;-4,42088320186959;-0,58105920617683;-1,20419770758708
"2";0,0645439199720623;-5,07395894905577;-1,62721243999417;-3,00956813150138
"2";-1,18338669197854;-3,13799402316711;0,70847951230646;0,0555914599175065
"2";4,12737687323582;-5,25064756866072;-2,13792964690031;-3,16468323153734
"2";-3,89392884578469;-5,81951717301108;-3,22890481970066;-3,30439545353953
"2";0,311674678721376;-4,51088600960483;-0,0472974119737242;-1,20325550785158
"2";-1,31470741626749;-5,98637171923159;-1,59610296370283;-2,55880242571045
"2";1,81914251568885;-4,75465381280962;-1,06346687081675;-2,33981918096289
"2";-4,18738157579726;-4,31577185481432;-0,494676140594193;-1,38687661157744
"2";-2,12426981916308;-3,16666942700291;-2,20284197717325;-2,34164792015325
"2";-0,399987028888011;-3,2366588645641;-0,120186791463392;-0,884159206542741
"2";-2,11840732185722;-3,15695417898235;-0,375729074187108;-0,982164942837267
"2";-0,434931427650645;-4,81012470880782;-1,04566327667589;-2,13871991874757
"2";1,81324643299878;-4,57975158514978;-0,758274393731686;-2,08515298993098
"2";-0,0003425108108933;-4,92300220770383;-1,46103565432454;-2,49426980502281
"2";-1,97512189765519;-6,4085245644616;-3,44429815498161;-4,17243897795715
"2";-0,3410516067293;-4,5109683700406;-0,942492050654043;-2,23704833292234
"2";-1,33235346408333;-6,57162984678735;-3,82284092909153;-5,13058747554768
"2";-2,67614215859704;-2,61394464260593;-0,801936960616984;-0,747934942353224
"2";-1,50157271045322;-5,16164111201626;-1,22786915283525;-2,00368103947085
"3";1,44229493193505;-5,53683067832341;-4,06450267839858;-4,80394887379793
"3";0,225918272609676;-3,14415659675807;-2,61255091431128;-3,26834201503766
"3";1,58596561092549;-2,41375432917804;-2,29337646427165;-2,14667249367644
"3";1,12060741124259;-2,21353835009688;-4,55607493983598;-4,25407624312687
"3";0,0351602145621429;-2,61517570057756;-2,10908660001142;-2,61265714928237
"3";-1,29639406328944;-1,48840584497994;-4,59717621910958;-4,07307803147083
"3";-3,14464659042568;-3,85346015223515;-4,21263472378554;-3,95971003245797
"3";-0,00760728008376223;-2,69588665615335;-5,33362437527853;-4,23789487376275
"3";-0,133279487164468;-2,59709694988159;-3,38718323159998;-3,40282353169451
"3";-2,54661051569521;-3,47843648667836;-3,79190921768194;-2,95843230188704
"3";-0,59599542002747;-1,75860135521135;-2,83066710891983;-2,46791854899406
"3";0,885027387905148;-3,47556973691315;-5,78483710582784;-5,47993967126515
"3";-1,74100701628012;-3,14587200478954;-3,25459788510805;-3,02673995040313
"3";-4,80109943474514;-3,32569931629729;-4,30948736558961;-4,50176980546076
"3";-3,1699972997245;-5,50839691643832;-4,1577011421453;-4,89877754582459
"3";0,506119940322897;-3,26035026316462;-5,90314407536142;-4,93392754797603
"3";0,287142244459829;-2,89758376875931;-2,72434221620446;-2,93064445506454
"3";-0,700685824388215;-4,59838046600473;-4,60022177621977;-4,76614397847283
"3";-2,41200322864248;-5,20677938010922;-2,22318967635614;-3,20726063834354
"3";-0,447777294916917;-3,21834881300214;-4,83300511368763;-4,53142830431974
"3";1,00401018106732;-2,33910401988284;-3,40468455158453;-2,89473434310147
"3";-4,47696010862094;-2,95141529415786;-5,79493505806545;-5,57662748453734
"3";-0,395349284785077;-3,69637828974753;-3,13260014378318;-3,17531147119132
"3";-1,30044137368609;-3,44467341588813;-4,19281410553013;-3,67978242581086
"3";-1,96973850025898;-2,01211553061592;-1,47323690875671;-1,57380611994721
"3";-1,82560784177782;-2,24771145675831;-3,25615727871324;-3,35731623703169
"3";3,14608877319373;-2,36503251445444;-3,75896500338204;-3,25753133787591
"3";2,2331733001835;-1,74273901625995;-4,56038456781589;-3,8947364296685
"3";0,771255052633209;-2,54479853731872;-4,81959098069974;-4,18359343200129
"3";-1,89037669694707;-2,93906227287924;-5,02218368688375;-3,80417925851913
"3";-2,13534684926744;-2,23202639756546;-2,6607794286239;-2,51610370806578
"3";-1,08280896236807;-3,79957970304922;-4,74693686281674;-4,17911646282706
"3";2,42045934924953;-1,83808374773944;-2,54805678238878;-2,5347531922136
"3";1,11616821098398;-3,17778333132994;-3,6332548717369;-3,44906913399756
"3";-0,423884747148361;-4,23861651731053;-3,17022513776229;-3,75319495816892
"3";1,50911187331975;-4,47403264441653;-5,7027210028289;-5,59795216126096
"3";0,277094053430449;-1,96555244489686;-3,02013632891026;-3,10887590605619
"3";1,22755260582707;-1,31129217458212;-4,8832672528293;-3,95351977080297
"3";2,87314634715492;-3,48542333402568;-3,19112798759421;-3,52572026158037
"3";0,318592196855196;-2,79702797013602;-2,43607236484202;-2,48157950180135
"3";1,16185785973561;-1,85735594347712;-2,68130424336884;-2,80318427330312
"3";-1,97354657179282;-6,33528584404209;-4,6995661815231;-4,67255988167
"3";-5,01087455217511;-2,6295149099737;-2,47601542954272;-2,0276859930975
"3";0,471724810409184;-3,61836001562546;-5,37853859361081;-5,54630397262105
"3";-0,959012196458945;-2,86900935208619;-4,51429559770779;-4,00779468113111
"3";-2,17450677947001;-0,800206324015684;-4,73066994395245;-3,38544668229055
"3";-1,59845882532244;-3,80821616782449;-3,70425078675835;-3,87103959668033
"3";1,43462719565104;-1,96935152058461;-4,91907247116622;-4,15397732261573
"3";-2,73431477500743;-2,77644167707795;-2,67456168172785;-2,95273855065879
"3";2,52616221883544;-2,89056219774914;-2,17908169891506;-2,62927882471303
